	A-ID	BIOLOGY1	BIOLOGY2	BIOLOGY_prac	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
59	801565	38	55	24.0	35	43	27.0	51	53.0	44	48	45	71	35	43.0	51	48	28.0	59	62
60	801567	46	58	29.0	49	58	25.0	60	64.0	43	48	36	74	43	45.0	55	54	28.0	52	60
61	801569	44	56	29.0	46	55	22.0	51	57.0	40	43	33	71	38	44.0	41	52	28.0	60	63
62	801571	46	52	24.0	46	34	19.0	57	51.0	46	46	25	54	42	39.0	52	47	27.0	54	62
63	801572	45	50	28.0	48	48	20.0	59	35.0	46	42	36	56	39	41.0	48	43	27.0	60	58
64	801573	55	48	30.0	48	46	22.0	64	55.0	45	42	40	61	38	42.0	48	44	27.0	55	59
65	801574	20	33	24.0	37	40	20.0	39	16.0	40	43	43	60	40	32.0	46	46	28.0	54	46
66	801585	52	58	30.0	54	54	28.0	64	56.0	45	47	70	70	47	46.0	57	53	28.0	61	61
67	801586	43	58	29.0	37	49	23.0	52	50.0	40	47	25	61	37	46.0	52	47	28.0	57	64
68	801587	46	51	27.0	37	44	16.0	52	40.0	40	45	28	43	35	38.0	47	50	26.0	57	61
69	801588	58	57	30.0	57	59	29.0	69	68.0	43	49	68	75	48	41.0	58	46	30.0	60	68
70	801589	22	30	22.0	24	23	14.0	31	27.0	31	39	25	32	40	25.0	22	36	26.0	44	54
71	801590	23	46	27.0	24	36	15.0	50	26.0	40	48	29	49	39	33.0	40	42	26.0	69	65
73	801594	32	40	29.0	48	27	17.0	51	58.0	37	44	29	65	35	28.0	36	46	25.0	56	63
74	801595	22	41	26.0	25	30	22.0	29	18.0	36	45	29	53	30	35.0	21	39	27.0	52	60
75	801596	30	25	25.0	21	25	18.0	46	25.0	30	47	41	62	29	32.0	30	44	26.0	47	50
76	801597	30	26	26.0	28	28	21.0	50	18.0	40	45	34	49	38	43.0	41	42	23.0	56	54
77	801598	29	41	29.0	32	47	21.0	38	26.0	35	42	25	50	34	31.0	48	39	26.0	59	54
78	801599	50	55	30.0	54	52	19.0	62	55.0	46	46	57	72	42	45.0	52	48	28.0	62	67
81	801602	28	54	24.0	33	45	19.0	50	41.0	35	44	37	57	42	39.0	43	45	28.0	66	66
82	801603	27	45	24.0	28	31	18.0	43	26.0	38	41	26	50	40	34.0	35	41	26.0	68	57
83	801604	27	40	24.0	32	31	22.0	35	33.0	47	45	18	60	33	34.0	50	39	28.0	60	49
84	801605	31	40	26.0	39	31	21.0	45	43.0	33	42	38	66	38	30.0	42	43	27.0	52	49
90	801630	53	52	30.0	59	58	23.0	64	61.0	46	46	64	68	45	44.0	55	52	27.0	60	69
91	801631	44	34	29.0	42	51	22.0	59	54.0	43	50	64	64	43	44.0	51	48	27.0	67	71
92	801632	27	32	30.0	20	20	22.0	30	37.0	35	45	26	46	26	42.0	28	34	25.0	58	63
97	801637	34	42	26.0	30	42	18.0	44	55.0	40	47	27	67	33	36.0	39	49	25.0	60	68
99	801639	41	39	27.0	34	38	12.0	48	46.0	40	43	39	64	25	38.0	42	40	24.0	49	62
101	801643	32	20	23.0	8	33	16.0	50	43.0	35	41	51	48	25	39.0	20	37	28.0	68	65
102	801646	51	49	27.0	49	51	12.0	55	68.0	48	42	40	73	35	41.0	45	48	24.0	62	60
103	801647	41	52	28.0	44	52	14.0	59	60.0	49	40	41	72	33	40.0	41	42	26.0	55	65
104	801648	37	49	25.0	33	45	16.0	59	64.0	44	43	53	67	41	40.0	40	42	27.0	62	66
105	801651	41	49	26.0	47	53	13.0	57	64.0	45	50	29	73	36	44.0	31	42	25.0	61	68
106	801652	43	52	25.0	47	58	21.0	63	68.0	46	50	42	73	41	45.0	41	51	28.0	70	71
108	801655	50	58	30.0	51	60	14.0	67	70.0	45	48	54	71	44	43.0	50	56	25.0	63	72
109	801656	50	55	24.0	36	54	20.0	57	61.0	40	48	28	71	33	46.0	48	50	27.0	63	68
110	801659	20	20	25.0	24	33	13.0	46	40.0	29	34	36	58	22	39.0	23	27	26.0	45	60
112	801663	39	47	26.0	48	49	11.0	65	61.0	48	48	33	69	45	44.0	49	41	23.0	62	70
113	801664	27	41	24.0	26	27	24.0	41	47.0	40	46	38	70	28	47.0	20	32	27.0	55	64
114	801667	41	54	26.0	47	49	13.0	49	66.0	44	46	41	71	36	42.0	44	51	26.0	55	66
115	801668	41	54	27.0	39	53	20.0	62	67.0	43	47	37	73	35	44.0	49	47	28.0	65	66
116	801671	50	57	26.0	50	51	14.0	62	62.0	46	44	34	73	38	36.0	50	54	26.0	60	65
117	801672	53	53	29.0	46	55	21.0	61	67.0	46	49	49	71	40	40.0	53	47	27.0	67	70
118	801673	38	25	0.0	24	26	0.0	25	31.0	42	22	32	30	17	19.0	25	25	0.0	36	38
119	801674	40	52	26.0	49	52	11.0	62	60.0	43	42	45	71	29	40.0	47	47	18.0	61	58
120	801675	38	49	25.0	39	51	17.0	55	61.0	35	47	52	74	32	40.0	41	56	26.0	58	59
121	801677	44	56	29.0	39	54	19.0	65	61.0	45	48	54	70	43	42.0	52	45	27.0	68	69
122	801678	23	21	23.0	42	32	11.0	46	19.0	29	42	27	59	22	32.0	21	22	20.0	34	48
123	801679	22	41	22.0	25	43	13.0	31	33.0	33	37	46	64	20	39.0	37	25	26.0	38	56
125	801681	52	59	29.0	53	59	21.0	61	72.0	45	48	44	72	42	41.0	56	54	28.0	69	70
126	801682	24	46	23.0	26	45	10.0	40	50.0	34	37	47	33	34	38.0	32	27	20.0	52	63
127	801683	52	56	29.0	54	59	15.0	69	69.0	47	47	52	72	45	46.0	50	52	26.0	67	69
128	801684	37	26	0.0	15	35	0.0	25	39.0	38	33	25	48	26	38.0	18	32	0.0	61	66
130	801687	28	48	24.0	46	33	14.0	51	60.0	47	45	25	70	38	36.0	23	41	26.0	56	62
131	801688	31	41	0.0	37	30	0.0	36	51.0	41	35	8	45	26	40.0	36	37	0.0	61	57
134	801692	41	47	0.0	51	38	0.0	38	44.0	41	38	34	53	27	36.0	38	41	0.0	65	54
136	801695	31	26	23.0	30	41	13.0	34	61.0	33	28	43	46	22	35.0	35	39	25.0	44	53
137	801699	20	34	23.0	24	37	15.0	37	54.0	37	37	37	39	30	36.0	31	29	24.0	43	49
138	801703	58	57	30.0	53	60	23.0	71	69.0	47	50	57	74	48	44.0	55	60	27.0	67	67
139	801707	25	43	26.0	31	45	20.0	45	64.0	31	30	45	57	22	41.0	24	37	25.0	44	56
140	801711	33	42	25.0	34	36	19.0	56	54.0	45	35	30	60	28	35.0	32	33	27.0	58	50
157	801755	25	32	25.0	40	47	11.0	36	50.0	46	43	58	55	32	37.0	30	44	25.0	57	56
159	801757	57	56	30.0	56	52	12.0	73	73.0	47	45	56	73	48	44.0	55	51	29.0	64	64
161	801759	32	36	24.0	30	46	12.0	64	72.0	47	44	63	71	32	36.0	30	45	24.0	62	61
163	801761	20	20	24.0	25	22	14.0	49	35.0	40	33	58	47	32	39.0	28	36	24.0	50	61
166	801765	24	41	25.0	30	49	15.0	40	44.0	42	37	44	70	29	41.0	29	34	25.0	53	59
167	801766	56	56	30.0	54	59	22.0	60	68.0	45	45	63	75	46	41.0	58	58	25.0	67	66
168	801767	30	14	26.0	20	44	13.0	35	41.0	39	29	50	71	35	43.0	38	39	26.0	52	60
169	801768	43	50	25.0	30	54	18.0	49	68.0	42	48	32	75	33	40.0	43	54	28.0	67	62
170	801770	26	23	25.0	26	37	17.0	39	52.0	39	37	25	67	30	44.0	36	44	27.0	67	55
171	801772	35	38	24.0	43	40	19.0	59	58.0	44	44	65	62	33	44.0	46	40	28.0	69	63
172	801773	35	24	28.0	34	37	11.0	48	51.0	44	45	25	73	40	40.0	38	42	28.0	54	65
173	801774	37	28	23.0	30	45	21.0	54	46.0	38	44	66	71	36	43.0	34	49	27.0	67	66
174	801775	38	28	30.0	30	44	14.0	57	60.0	45	43	30	70	42	45.0	26	49	26.0	48	67
175	801776	36	38	23.0	34	47	21.0	40	52.0	36	45	39	66	39	41.0	46	48	28.0	59	57
176	801777	31	36	30.0	30	33	11.0	70	63.0	44	42	47	68	38	43.0	38	44	26.0	59	59
177	801778	21	29	22.0	32	39	14.0	39	60.0	38	35	44	56	30	45.0	25	39	30.0	61	58
178	801779	27	20	24.0	28	49	11.0	45	53.0	45	36	57	74	32	41.0	32	42	26.0	59	59
179	801780	45	45	25.0	42	54	17.0	58	70.0	42	47	28	75	38	46.0	47	48	26.0	64	61
180	801781	26	6	22.0	20	20	11.0	34	26.0	35	27	35	55	22	39.0	23	29	27.0	37	43
181	801782	33	24	23.0	30	40	16.0	48	45.0	42	41	48	72	36	44.0	28	40	29.0	62	62
182	801783	37	21	26.0	32	35	12.0	39	37.0	45	30	37	64	37	35.0	33	37	26.0	50	56
183	801784	24	12	27.0	25	26	17.0	42	38.0	35	26	33	50	21	39.0	27	43	27.0	61	64
184	801785	53	57	30.0	42	59	18.0	64	71.0	42	50	50	74	44	42.0	48	53	30.0	69	67
185	801786	44	43	26.0	42	47	11.0	54	56.0	45	40	35	71	34	42.0	41	47	28.0	58	54
186	801787	43	38	26.0	39	53	19.0	57	64.0	45	43	27	74	37	43.0	39	47	27.0	63	63
187	801788	20	14	24.0	23	29	11.0	40	46.0	35	41	37	63	21	39.0	20	37	25.0	50	59
190	801791	35	28	26.0	46	38	16.0	43	30.0	45	39	56	70	38	37.0	36	40	26.0	57	57
197	801808	24	6	22.0	35	37	13.0	37	49.0	41	43	61	72	25	37.0	23	44	28.0	65	56
199	801810	27	16	29.0	21	25	28.0	38	44.0	41	35	60	54	17	33.0	38	43	28.0	41	50
200	801811	28	28	25.0	35	37	14.0	35	33.0	35	42	55	68	20	33.0	34	45	26.0	44	51
201	801813	36	21	30.0	23	39	29.0	45	50.0	29	39	31	62	24	40.0	27	37	29.0	61	54
202	801814	20	24	28.0	30	27	13.0	25	35.0	38	47	40	57	34	40.0	28	33	27.0	36	51
204	801816	34	32	23.0	20	49	14.0	48	63.0	42	49	26	73	28	42.0	30	48	25.0	64	59
205	801823	23	16	22.0	20	40	20.0	50	49.0	35	48	44	64	30	42.0	20	40	29.0	61	58
212	802014	28	21	25.0	57	31	24.0	45	45.0	39	25	35	33	36	27.0	47	35	27.0	54	51
213	802015	46	48	22.0	51	60	28.0	63	66.0	48	49	62	75	47	44.0	56	55	27.0	66	64
215	802019	40	49	27.0	57	52	27.0	56	57.0	44	45	39	53	38	41.0	53	38	24.0	66	65
219	802024	40	49	25.0	51	46	24.0	46	50.0	46	34	25	40	37	40.0	51	37	23.0	60	46
222	802029	36	37	28.0	45	56	24.0	58	60.0	48	41	34	72	46	38.0	51	47	24.0	63	63
224	802032	39	27	23.0	45	42	24.0	53	62.0	44	41	37	59	40	36.0	50	36	24.0	59	62
225	802033	41	27	27.0	53	41	26.0	55	48.0	47	42	49	60	40	40.0	42	20	25.0	64	61
228	802036	45	47	28.0	53	52	28.0	64	61.0	49	50	51	71	39	41.0	54	45	24.0	66	58
230	802043	53	50	29.0	57	59	28.0	59	59.0	48	46	70	72	36	40.0	56	49	25.0	64	66
234	802053	40	29	26.0	55	38	27.0	44	55.0	46	46	50	47	35	39.0	44	26	26.0	53	58
235	802051	36	41	27.0	56	54	28.0	54	56.0	49	47	49	71	40	37.0	51	38	26.0	65	55
246	802098	28	23	23.0	42	33	23.0	42	52.0	45	42	33	31	34	32.0	24	24	25.0	56	42
247	802100	31	8	20.0	40	27	23.0	44	52.0	49	32	39	38	37	32.0	30	23	25.0	51	38
250	802106	32	14	24.0	48	46	26.0	40	45.0	49	50	31	34	41	35.0	52	36	25.0	53	57
256	802118	35	20	29.0	52	33	27.0	36	52.0	42	44	34	63	35	40.0	50	29	28.0	63	63
258	802129	36	54	24.0	38	47	25.0	47	57.0	46	43	52	55	36	39.0	39	41	23.0	54	54
259	802145	51	51	24.0	49	59	28.0	67	56.0	47	48	37	66	42	42.0	49	45	25.0	61	59
261	802160	26	27	0.0	16	38	0.0	31	14.0	40	38	25	26	29	33.0	29	29	0.0	56	60
262	802167	35	32	20.0	28	39	22.0	33	29.0	43	45	35	47	35	33.0	38	24	14.0	51	50
264	802175	31	29	22.0	30	29	23.0	53	37.0	46	40	27	43	28	27.0	33	10	19.0	49	50
266	802216	46	55	29.0	52	49	23.0	55	71.0	49	49	58	61	48	42.0	55	51	27.0	64	67
268	802222	34	46	29.0	43	30	28.0	32	60.0	34	36	18	43	42	39.0	39	39	26.0	54	56
269	802225	43	49	28.0	42	50	23.0	68	67.0	41	47	34	58	35	38.0	42	38	25.0	62	58
270	802227	47	52	29.0	46	47	23.0	43	67.0	50	47	26	53	44	47.0	51	50	30.0	65	67
271	802229	25	37	25.0	38	35	25.0	37	44.0	44	43	36	41	33	36.0	43	33	26.0	58	62
273	802233	49	47	21.0	46	45	22.0	50	62.0	49	47	34	56	48	46.0	53	47	25.0	63	64
274	802235	43	54	29.0	51	45	29.0	48	69.0	46	48	57	70	48	45.0	53	54	23.0	60	63
277	802241	45	52	26.0	44	37	26.0	45	67.0	47	47	38	48	44	40.0	52	46	24.0	61	65
278	802243	33	46	24.0	49	39	25.0	46	69.0	43	47	44	61	43	34.0	50	38	24.0	57	56
279	802245	25	33	23.0	45	24	22.0	30	47.0	37	35	36	34	30	18.0	51	32	23.0	53	51
280	802247	39	56	27.0	42	50	26.0	49	71.0	48	47	51	72	41	40.0	49	56	23.0	63	69
281	802249	42	45	27.0	46	41	25.0	65	69.0	47	48	34	62	48	43.0	40	48	26.0	61	63
282	802251	41	49	28.0	37	37	23.0	44	66.0	45	46	38	68	36	41.0	40	39	26.0	61	65
283	802253	32	41	26.0	45	36	22.0	50	67.0	49	43	46	57	41	34.0	45	39	27.0	57	61
284	802255	20	20	29.0	28	23	23.0	29	32.0	40	20	30	47	32	17.0	30	23	17.0	37	39
285	802257	42	26	27.0	52	25	26.0	49	62.0	45	44	30	38	36	21.0	50	29	23.0	58	55
289	802265	31	31	28.0	27	23	22.0	25	36.0	46	46	25	31	33	31.0	31	26	23.0	50	61
291	802271	47	54	26.0	47	36	26.0	43	68.0	49	50	36	56	41	40.0	48	41	23.0	65	67
292	802273	59	58	29.0	58	58	24.0	67	71.0	48	48	59	66	49	46.0	56	53	23.0	62	70
295	802309	23	39	21.0	34	34	22.0	39	57.0	31	31	27	35	32	35.0	34	29	18.0	51	54
297	802311	43	52	24.0	42	41	26.0	48	69.0	46	49	31	63	42	38.0	54	46	23.0	60	62
299	802313	31	47	21.0	49	36	23.0	38	57.0	42	35	42	39	34	34.0	51	39	23.0	52	56
301	802315	38	49	26.0	45	34	22.0	49	57.0	46	43	37	55	35	40.0	50	43	18.0	54	52
303	802317	56	56	29.0	60	52	29.0	58	69.0	48	48	72	72	44	41.0	57	51	17.0	63	62
304	802351	30	25	0.0	38	25	0.0	25	40.0	35	29	25	25	29	36.0	25	33	0.0	54	42
309	802485	24	14	25.0	14	20	21.0	39	43.0	32	27	25	26	20	32.0	27	26	13.0	44	49
311	802498	32	50	22.0	44	45	19.0	57	55.0	34	45	52	56	37	32.0	46	39	12.0	44	53
312	802505	26	47	29.0	33	32	28.0	44	52.0	36	37	29	53	21	24.0	28	28	26.0	49	44
313	802507	20	30	28.0	27	34	28.0	30	31.0	23	38	32	58	17	20.0	29	39	26.0	52	39
314	802509	25	37	27.0	40	39	26.0	33	37.0	23	43	28	67	18	22.0	29	40	27.0	48	38
315	802523	22	46	27.0	21	25	21.0	26	27.0	24	36	38	51	24	31.0	29	37	24.0	50	49
316	802527	44	57	28.0	49	48	22.0	42	50.0	43	48	41	63	42	37.0	49	39	25.0	53	54
317	802529	31	42	27.0	50	36	26.0	29	28.0	34	44	43	60	32	32.0	36	41	27.0	50	46
318	802531	29	36	26.0	26	29	28.0	36	44.0	27	37	41	56	21	25.0	34	29	27.0	51	41
319	802533	24	40	27.0	32	28	27.0	36	32.0	30	43	47	51	25	35.0	31	38	26.0	55	47
320	802535	26	10	26.0	20	13	27.0	38	26.0	25	26	25	29	18	19.0	35	16	26.0	47	35
321	802545	32	35	26.0	23	29	27.0	44	42.0	30	41	27	44	17	25.0	21	41	26.0	49	49
326	802555	50	47	28.0	35	31	28.0	34	44.0	42	46	33	58	42	39.0	42	39	26.0	54	58
327	802556	27	31	25.0	21	35	26.0	35	25.0	23	30	28	52	19	29.0	25	33	25.0	38	38
328	802557	21	38	23.0	20	25	27.0	34	27.0	17	37	46	52	23	36.0	20	28	26.0	35	44
329	802558	26	34	26.0	26	15	28.0	35	40.0	31	38	39	36	26	21.0	22	24	24.0	51	49
330	802559	20	20	25.0	21	13	26.0	26	30.0	28	36	32	48	25	26.0	20	24	25.0	42	53
331	802560	20	35	27.0	23	14	28.0	25	18.0	42	39	47	62	23	27.0	22	30	24.0	46	54
332	802561	30	45	26.0	26	28	26.0	38	28.0	34	42	31	55	23	24.0	32	39	26.0	40	53
333	802562	30	39	29.0	22	21	26.0	35	49.0	22	36	27	51	21	34.0	24	34	23.0	36	41
334	802563	36	53	26.0	29	31	27.0	42	48.0	42	38	31	52	37	35.0	44	35	23.0	49	52
337	802566	24	25	26.0	21	28	27.0	31	30.0	30	40	46	48	17	30.0	25	34	25.0	47	46
338	802567	31	31	26.0	20	32	27.0	30	26.0	31	41	41	48	21	29.0	22	37	26.0	46	47
339	802568	36	44	25.0	26	30	27.0	47	55.0	31	46	26	48	26	26.0	32	40	25.0	48	45
340	802569	29	31	26.0	24	26	26.0	30	43.0	31	37	32	49	21	32.0	23	31	25.0	48	51
341	802570	34	27	27.0	20	33	21.0	28	48.0	28	38	31	47	33	36.0	29	28	26.0	43	48
342	802571	35	35	28.0	39	41	19.0	36	59.0	45	45	27	69	39	39.0	36	38	24.0	57	53
343	802572	31	46	26.0	37	43	20.0	44	56.0	37	45	31	71	29	36.0	36	39	25.0	54	55
344	802573	24	30	25.0	30	34	19.0	26	58.0	34	40	38	64	34	30.0	29	27	25.0	46	42
345	802574	22	31	25.0	20	20	20.0	39	49.0	32	41	26	61	23	32.0	21	21	25.0	45	31
346	802575	29	35	29.0	32	33	20.0	34	48.0	35	48	33	62	30	34.0	34	34	25.0	51	49
347	802576	26	39	26.0	31	31	18.0	36	54.0	41	48	33	70	33	37.0	24	35	24.0	55	50
348	802577	23	28	25.0	22	43	18.0	26	45.0	38	46	38	57	25	37.0	24	25	24.0	47	52
349	802578	34	42	27.0	21	45	19.0	45	57.0	36	45	50	55	23	33.0	20	37	26.0	41	49
350	802601	40	30	25.0	32	31	25.0	29	31.0	29	33	29	43	26	32.0	35	35	25.0	44	47
351	802602	24	26	27.0	22	27	26.0	42	44.0	19	36	35	35	20	19.0	45	37	26.0	49	54
352	802603	38	30	25.0	27	29	26.0	30	35.0	30	42	25	28	26	29.0	30	34	25.0	55	60
353	802604	20	29	26.0	22	21	25.0	31	35.0	23	35	37	19	20	32.0	20	34	25.0	38	51
354	802657	30	37	28.0	28	41	24.0	29	45.0	44	35	31	53	32	33.0	31	31	23.0	58	51
355	802658	24	32	26.0	20	39	22.0	31	42.0	37	31	37	44	24	29.0	30	20	22.0	45	44
356	802659	24	37	24.0	24	41	22.0	25	32.0	30	34	39	53	19	27.0	26	23	22.0	43	41
357	802660	23	23	25.0	24	12	23.0	28	27.0	19	20	29	46	19	17.0	23	20	22.0	33	32
358	802661	25	39	29.0	29	41	26.0	29	57.0	35	37	48	67	25	21.0	33	38	21.0	46	40
362	802665	38	49	24.0	23	32	26.0	26	32.0	39	36	29	43	37	36.0	25	40	26.0	45	49
363	802666	28	49	25.0	20	25	26.0	41	55.0	29	37	31	36	30	21.0	26	46	25.0	54	49
364	802667	22	45	24.0	20	30	27.0	27	36.0	29	29	25	25	17	25.0	25	30	26.0	35	35
366	802668	38	42	24.0	31	26	27.0	29	43.0	42	41	25	60	30	36.0	39	33	26.0	52	51
369	802673	28	53	26.0	34	38	27.0	38	44.0	33	46	60	63	36	33.0	32	43	26.0	50	52
370	802674	39	47	25.0	26	36	27.0	27	36.0	29	36	25	49	29	25.0	22	41	24.0	53	52
371	802675	32	42	25.0	20	25	28.0	29	36.0	24	34	25	36	19	28.0	33	32	25.0	35	32
373	802677	35	43	26.0	24	29	27.0	27	20.0	21	40	25	33	17	31.0	25	40	26.0	40	44
376	802715	47	39	29.0	42	49	22.0	44	48.0	34	45	53	56	33	38.0	40	46	26.0	58	60
377	802718	35	40	29.0	47	50	20.0	51	55.0	31	39	29	69	34	38.0	44	44	26.0	57	61
378	802724	36	33	28.0	30	44	21.0	40	32.0	37	40	25	52	18	29.0	32	33	20.0	45	56
379	802730	20	31	27.0	23	37	21.0	35	43.0	30	42	31	42	23	32.0	25	31	25.0	45	51
380	802736	26	20	25.0	20	25	21.0	33	34.0	22	31	26	18	17	17.0	20	16	26.0	43	34
381	802740	32	40	25.0	31	48	20.0	44	51.0	36	45	65	68	19	37.0	38	41	26.0	52	54
382	802744	26	31	28.0	31	46	20.0	34	39.0	42	38	43	67	33	31.0	31	42	26.0	57	52
383	802748	38	38	28.0	37	51	22.0	44	54.0	44	49	45	69	24	39.0	54	44	25.0	58	60
384	802752	27	28	26.0	31	23	21.0	40	49.0	32	33	29	28	21	37.0	36	25	25.0	52	48
385	802762	26	31	25.0	32	38	20.0	44	43.0	31	42	43	33	30	32.0	48	41	25.0	58	49
386	802764	20	23	29.0	35	38	26.0	25	30.0	21	34	29	46	25	34.0	25	34	25.0	51	53
387	802766	30	32	27.0	45	36	27.0	40	45.0	39	36	27	41	25	32.0	37	32	25.0	59	59
388	802768	20	31	27.0	27	39	27.0	32	48.0	31	30	27	33	17	30.0	27	31	26.0	48	50
389	802771	20	20	29.0	26	47	28.0	28	15.0	31	31	47	34	17	31.0	27	22	25.0	57	61
390	802773	20	17	29.0	27	24	26.0	34	44.0	32	32	33	29	25	24.0	20	23	25.0	54	60
391	802775	29	34	28.0	32	43	27.0	30	55.0	29	39	58	69	24	33.0	34	35	26.0	65	60
392	802777	27	20	27.0	27	26	27.0	25	17.0	27	32	40	32	22	29.0	34	22	24.0	54	51
393	802779	30	22	25.0	21	25	18.0	49	49.0	33	32	34	46	30	27.0	28	27	25.0	52	39
394	802781	34	38	25.0	42	31	18.0	45	51.0	33	40	37	42	25	37.0	45	39	26.0	59	42
395	802785	27	22	27.0	26	49	18.0	37	51.0	44	37	36	42	33	38.0	32	34	24.0	51	51
396	802786	30	31	25.0	22	27	27.0	30	45.0	24	35	33	34	23	35.0	23	30	26.0	39	52
397	802788	31	35	29.0	21	43	25.0	38	51.0	26	29	25	46	20	33.0	21	38	24.0	54	46
398	802790	21	34	29.0	43	45	20.0	38	41.0	37	44	25	44	27	38.0	35	33	25.0	60	61
399	802792	46	35	28.0	36	54	20.0	38	52.0	33	43	25	61	30	39.0	37	36	25.0	54	56
400	802794	21	26	28.0	21	41	27.0	29	27.0	29	29	43	44	17	32.0	25	26	26.0	53	50
401	802796	34	48	27.0	24	52	22.0	48	56.0	43	43	49	49	36	34.0	20	20	24.0	55	55
402	802798	42	44	26.0	34	50	27.0	37	49.0	37	39	40	68	30	37.0	27	36	23.0	58	51
